,Period,Org Code,Parent Org,Org name,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department,A&E attendances Booked Appointments Type 1,A&E attendances Booked Appointments Type 2,A&E attendances Booked Appointments Other Department,Attendances over 4hrs Type 1,Attendances over 4hrs Type 2,Attendances over 4hrs Other Department,Attendances over 4hrs Booked Appointments Type 1,Attendances over 4hrs Booked Appointments Type 2,Attendances over 4hrs Booked Appointments Other Department,Patients who have waited 4-12 hs from DTA to admission,Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions
1345,MSitAE-SEPTEMBER-2023,RWD,NHS ENGLAND MIDLANDS ,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,12426.0,0.0,5263.0,1.0,0.0,0.0,7501.0,0.0,736.0,1.0,0.0,0.0,1061.0,818.0,3953.0,0.0,0.0,952.0
1346,MSitAE-SEPTEMBER-2023,RWG,NHS ENGLAND EAST OF ENGLAND ,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,7814.0,0.0,7359.0,0.0,0.0,788.0,4439.0,0.0,365.0,0.0,0.0,0.0,1276.0,0.0,3373.0,0.0,0.0,602.0
1347,MSitAE-SEPTEMBER-2023,RWH,NHS ENGLAND EAST OF ENGLAND ,EAST AND NORTH HERTFORDSHIRE NHS TRUST,9370.0,0.0,5378.0,3.0,0.0,314.0,5157.0,0.0,1.0,1.0,0.0,0.0,240.0,7.0,2616.0,0.0,0.0,256.0
1348,MSitAE-SEPTEMBER-2023,RWJ,NHS ENGLAND NORTH WEST ,STOCKPORT NHS FOUNDATION TRUST,8993.0,0.0,0.0,630.0,0.0,0.0,3519.0,0.0,0.0,186.0,0.0,0.0,1084.0,134.0,2732.0,0.0,0.0,674.0
1349,MSitAE-SEPTEMBER-2023,RWW,NHS ENGLAND NORTH WEST ,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,7299.0,0.0,3049.0,208.0,0.0,80.0,3090.0,0.0,139.0,67.0,0.0,4.0,812.0,523.0,2320.0,0.0,0.0,228.0
1350,MSitAE-SEPTEMBER-2023,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,9066.0,0.0,2624.0,669.0,0.0,854.0,3354.0,0.0,40.0,0.0,0.0,0.0,197.0,0.0,3426.0,0.0,0.0,557.0
1351,MSitAE-SEPTEMBER-2023,Y02147,NHS ENGLAND LONDON,URGENT CARE CENTRE (QMS),0.0,0.0,7258.0,0.0,0.0,507.0,0.0,0.0,323.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1352,MSitAE-SEPTEMBER-2023,NDJ,NHS ENGLAND SOUTH EAST ,FIRST COMMUNITY HEALTH AND CARE CIC,0.0,0.0,2380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353,MSitAE-SEPTEMBER-2023,RAP,NHS ENGLAND LONDON,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,8894.0,496.0,5828.0,177.0,3.0,216.0,4485.0,11.0,956.0,66.0,0.0,43.0,429.0,604.0,1560.0,0.0,0.0,137.0
1354,MSitAE-SEPTEMBER-2023,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,17036.0,0.0,7584.0,323.0,0.0,0.0,7123.0,0.0,404.0,54.0,0.0,0.0,523.0,213.0,7138.0,0.0,0.0,615.0
1355,MSitAE-SEPTEMBER-2023,RDR,NHS ENGLAND SOUTH EAST ,SUSSEX COMMUNITY NHS FOUNDATION TRUST,0.0,0.0,12186.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356,MSitAE-SEPTEMBER-2023,RLT,NHS ENGLAND MIDLANDS ,GEORGE ELIOT HOSPITAL NHS TRUST,6191.0,0.0,1749.0,0.0,0.0,0.0,2135.0,0.0,33.0,0.0,0.0,0.0,701.0,8.0,929.0,0.0,0.0,20.0
1357,MSitAE-SEPTEMBER-2023,RM1,NHS ENGLAND EAST OF ENGLAND ,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10468.0,0.0,8098.0,479.0,0.0,0.0,4187.0,0.0,1.0,142.0,0.0,0.0,822.0,298.0,2226.0,0.0,0.0,1562.0
1358,MSitAE-SEPTEMBER-2023,RNN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,8702.0,0.0,1863.0,289.0,0.0,13.0,3718.0,0.0,8.0,70.0,0.0,0.0,693.0,490.0,2216.0,0.0,0.0,737.0
1359,MSitAE-SEPTEMBER-2023,RRV,NHS ENGLAND LONDON,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,11865.0,0.0,0.0,623.0,0.0,0.0,3684.0,0.0,0.0,0.0,0.0,0.0,304.0,43.0,1380.0,0.0,0.0,244.0
1360,MSitAE-SEPTEMBER-2023,RTH,NHS ENGLAND SOUTH EAST ,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11808.0,1686.0,454.0,1127.0,0.0,95.0,5079.0,0.0,12.0,412.0,0.0,2.0,714.0,0.0,3811.0,107.0,8.0,4191.0
1361,MSitAE-SEPTEMBER-2023,RTR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,10102.0,0.0,5035.0,0.0,0.0,368.0,4438.0,0.0,340.0,0.0,0.0,11.0,932.0,18.0,2451.0,0.0,169.0,1898.0
1362,MSitAE-SEPTEMBER-2023,RTX,NHS ENGLAND NORTH WEST ,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,7870.0,0.0,4359.0,128.0,0.0,441.0,3062.0,0.0,116.0,31.0,0.0,0.0,532.0,343.0,2991.0,0.0,39.0,780.0
1363,MSitAE-SEPTEMBER-2023,RVJ,NHS ENGLAND SOUTH WEST ,NORTH BRISTOL NHS TRUST,9026.0,0.0,0.0,60.0,0.0,0.0,3226.0,0.0,0.0,15.0,0.0,0.0,692.0,23.0,2711.0,0.0,0.0,2015.0
1364,MSitAE-SEPTEMBER-2023,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,12478.0,345.0,0.0,170.0,0.0,0.0,2938.0,0.0,0.0,17.0,0.0,0.0,408.0,462.0,1931.0,6.0,0.0,136.0
1365,MSitAE-SEPTEMBER-2023,RY2,NHS ENGLAND NORTH WEST ,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,0.0,0.0,3406.0,0.0,0.0,135.0,0.0,0.0,110.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1366,MSitAE-SEPTEMBER-2023,RYJ,NHS ENGLAND LONDON,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,12612.0,3806.0,7229.0,0.0,0.0,0.0,5498.0,32.0,131.0,0.0,0.0,0.0,947.0,94.0,3344.0,5.0,0.0,1070.0
1367,MSitAE-SEPTEMBER-2023,RA9,NHS ENGLAND SOUTH WEST ,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,6484.0,0.0,3043.0,95.0,0.0,0.0,2961.0,0.0,29.0,31.0,0.0,0.0,667.0,120.0,1974.0,0.0,0.0,1141.0
1368,MSitAE-SEPTEMBER-2023,RBV,NHS ENGLAND NORTH WEST ,THE CHRISTIE NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608.0
1369,MSitAE-SEPTEMBER-2023,RDY,NHS ENGLAND SOUTH WEST ,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
1370,MSitAE-SEPTEMBER-2023,RXK,NHS ENGLAND MIDLANDS ,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,14349.0,1096.0,8293.0,818.0,0.0,0.0,7600.0,138.0,175.0,215.0,0.0,0.0,1532.0,86.0,2851.0,0.0,0.0,442.0
1371,MSitAE-SEPTEMBER-2023,Y03218,NHS ENGLAND LONDON,THE PINN UNREGISTERED WIC,0.0,0.0,785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372,MSitAE-SEPTEMBER-2023,RAL,NHS ENGLAND LONDON,ROYAL FREE LONDON NHS FOUNDATION TRUST,15154.0,0.0,10198.0,0.0,0.0,0.0,7207.0,0.0,1089.0,0.0,0.0,0.0,1089.0,692.0,4119.0,0.0,0.0,562.0
1373,MSitAE-SEPTEMBER-2023,R1H,NHS ENGLAND LONDON,BARTS HEALTH NHS TRUST,23968.0,873.0,16854.0,0.0,0.0,0.0,10515.0,22.0,2816.0,0.0,0.0,0.0,1459.0,859.0,5258.0,0.0,0.0,1068.0
1374,MSitAE-SEPTEMBER-2023,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,24363.0,0.0,6788.0,0.0,0.0,0.0,11266.0,0.0,235.0,0.0,0.0,0.0,1406.0,483.0,6707.0,0.0,373.0,1699.0
1375,MSitAE-SEPTEMBER-2023,RN3,NHS ENGLAND SOUTH WEST ,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,5054.0,0.0,4997.0,0.0,0.0,274.0,2288.0,0.0,316.0,0.0,0.0,13.0,277.0,210.0,2033.0,0.0,0.0,1470.0
1376,MSitAE-SEPTEMBER-2023,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,8723.0,622.0,1911.0,156.0,0.0,46.0,4127.0,10.0,25.0,61.0,0.0,0.0,281.0,793.0,1720.0,0.0,0.0,1275.0
1377,MSitAE-SEPTEMBER-2023,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,7638.0,0.0,1898.0,0.0,0.0,1099.0,4641.0,0.0,300.0,0.0,0.0,0.0,498.0,123.0,2002.0,0.0,0.0,338.0
1378,MSitAE-SEPTEMBER-2023,RRF,NHS ENGLAND NORTH WEST ,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",7146.0,0.0,5371.0,0.0,0.0,0.0,3746.0,0.0,35.0,0.0,0.0,0.0,1110.0,278.0,2224.0,0.0,0.0,828.0
1379,MSitAE-SEPTEMBER-2023,Y02532,NHS ENGLAND NORTH WEST ,MIRIAM MINOR EMERGENCY,0.0,0.0,1805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1380,MSitAE-SEPTEMBER-2023,DT301,NHS ENGLAND EAST OF ENGLAND ,HERTS URGENT CARE (ASCOTS LANE),0.0,0.0,2635.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1381,MSitAE-SEPTEMBER-2023,R0A,NHS ENGLAND NORTH WEST ,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,21447.0,3243.0,14644.0,1883.0,393.0,1079.0,9519.0,94.0,1751.0,647.0,6.0,255.0,3060.0,107.0,5576.0,168.0,359.0,481.0
1382,MSitAE-SEPTEMBER-2023,RHW,NHS ENGLAND SOUTH EAST ,ROYAL BERKSHIRE NHS FOUNDATION TRUST,11984.0,2210.0,0.0,412.0,0.0,0.0,4417.0,14.0,0.0,0.0,0.0,0.0,463.0,0.0,2450.0,0.0,0.0,843.0
1383,MSitAE-SEPTEMBER-2023,RKE,NHS ENGLAND LONDON,WHITTINGTON HEALTH NHS TRUST,8426.0,0.0,0.0,0.0,0.0,0.0,2860.0,0.0,0.0,0.0,0.0,0.0,411.0,48.0,978.0,0.0,0.0,63.0
1384,MSitAE-SEPTEMBER-2023,RNU,NHS ENGLAND SOUTH EAST ,OXFORD HEALTH NHS FOUNDATION TRUST,0.0,0.0,4285.0,0.0,0.0,0.0,0.0,0.0,467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1385,MSitAE-SEPTEMBER-2023,RP5,NHS ENGLAND NORTH EAST AND YORKSHIRE ,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,12734.0,0.0,3636.0,0.0,0.0,0.0,5006.0,0.0,1.0,0.0,0.0,0.0,1012.0,117.0,2963.0,0.0,421.0,1056.0
1386,MSitAE-SEPTEMBER-2023,RXN,NHS ENGLAND NORTH WEST ,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,11872.0,0.0,3803.0,205.0,0.0,89.0,4492.0,0.0,89.0,47.0,0.0,0.0,1126.0,249.0,2942.0,0.0,196.0,1350.0
1387,MSitAE-SEPTEMBER-2023,RXR,NHS ENGLAND NORTH WEST ,EAST LANCASHIRE HOSPITALS NHS TRUST,11704.0,0.0,8415.0,0.0,0.0,0.0,4398.0,0.0,661.0,0.0,0.0,0.0,336.0,1115.0,2451.0,0.0,51.0,1677.0
1388,MSitAE-SEPTEMBER-2023,R1K,NHS ENGLAND LONDON,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,12488.0,0.0,13432.0,0.0,0.0,0.0,8321.0,0.0,268.0,0.0,0.0,0.0,738.0,227.0,5737.0,0.0,0.0,744.0
1389,MSitAE-SEPTEMBER-2023,RBL,NHS ENGLAND NORTH WEST ,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,8155.0,0.0,2764.0,104.0,0.0,178.0,4280.0,0.0,27.0,28.0,0.0,4.0,755.0,297.0,2109.0,0.0,0.0,1502.0
1390,MSitAE-SEPTEMBER-2023,RPA,NHS ENGLAND SOUTH EAST ,MEDWAY NHS FOUNDATION TRUST,8413.0,0.0,6517.0,145.0,0.0,1305.0,2891.0,0.0,903.0,38.0,0.0,0.0,470.0,572.0,1985.0,0.0,0.0,1015.0
1391,MSitAE-SEPTEMBER-2023,RWF,NHS ENGLAND SOUTH EAST ,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,17977.0,0.0,2432.0,874.0,0.0,153.0,2931.0,0.0,7.0,45.0,0.0,0.0,808.0,47.0,5539.0,0.0,0.0,1020.0
1392,MSitAE-SEPTEMBER-2023,RJ6,NHS ENGLAND LONDON,CROYDON HEALTH SERVICES NHS TRUST,12409.0,0.0,4414.0,1.0,0.0,0.0,4424.0,0.0,0.0,0.0,0.0,0.0,488.0,395.0,1352.0,0.0,0.0,157.0
1393,MSitAE-SEPTEMBER-2023,RH5,NHS ENGLAND SOUTH WEST ,SOMERSET NHS FOUNDATION TRUST,12446.0,0.0,8891.0,0.0,0.0,0.0,5429.0,0.0,432.0,0.0,0.0,0.0,610.0,62.0,3186.0,0.0,0.0,1653.0
1394,MSitAE-SEPTEMBER-2023,RXL,NHS ENGLAND NORTH WEST ,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,8634.0,0.0,10754.0,186.0,0.0,220.0,4255.0,0.0,22.0,48.0,0.0,0.0,696.0,828.0,2629.0,0.0,0.0,1553.0
1395,MSitAE-SEPTEMBER-2023,RMC,NHS ENGLAND NORTH WEST ,BOLTON NHS FOUNDATION TRUST,9872.0,0.0,1337.0,107.0,0.0,19.0,4182.0,0.0,297.0,46.0,0.0,4.0,435.0,553.0,2140.0,0.0,73.0,668.0
1396,MSitAE-SEPTEMBER-2023,RHU,NHS ENGLAND SOUTH EAST ,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,10065.0,779.0,3515.0,541.0,0.0,284.0,5405.0,7.0,36.0,269.0,0.0,10.0,1685.0,21.0,3505.0,0.0,0.0,2346.0
1397,TOTAL,TOTAL,TOTAL,TOTAL,1344730.0,42135.0,712666.0,24315.0,496.0,41399.0,573540.0,1738.0,31930.0,6314.0,6.0,756.0,92728.0,33059.0,383234.0,1325.0,4372.0,133102.0
1398,MSitAE-AUGUST-2023,L83087,NHS ENGLAND SOUTH WEST ,OKEHAMPTON MEDICAL CENTRE,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1399,MSitAE-AUGUST-2023,RW1,NHS ENGLAND SOUTH EAST ,SOUTHERN HEALTH NHS FOUNDATION TRUST,0.0,0.0,2664.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,157.0
1400,MSitAE-AUGUST-2023,Y00751,NHS ENGLAND SOUTH EAST ,EAST BERKS PRIMARY CARE OOH(WAM),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1401,MSitAE-AUGUST-2023,8J094,NHS ENGLAND MIDLANDS ,BADGER LTD,0.0,0.0,0.0,0.0,0.0,2294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1402,MSitAE-AUGUST-2023,ACH01,NHS ENGLAND SOUTH EAST ,WHITSTABLE MEDICAL PRACTICE,0.0,0.0,4704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403,MSitAE-AUGUST-2023,AQN04,NHS ENGLAND SOUTH EAST ,PHL LYMINGTON UTC,0.0,0.0,3057.0,0.0,0.0,30.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1404,MSitAE-AUGUST-2023,C82038,NHS ENGLAND MIDLANDS ,LATHAM HOUSE MEDICAL PRACTICE,0.0,0.0,343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1405,MSitAE-AUGUST-2023,NQT51,NHS ENGLAND SOUTH EAST ,STATION PLAZA HEALTH CENTRE,0.0,0.0,1802.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1406,MSitAE-AUGUST-2023,NQTE4,NHS ENGLAND MIDLANDS ,SUMMERFIELD URGENT CARE CENTRE,0.0,0.0,4001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1407,MSitAE-AUGUST-2023,RAT,NHS ENGLAND LONDON,NORTH EAST LONDON NHS FOUNDATION TRUST,0.0,0.0,1959.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1408,MSitAE-AUGUST-2023,RXQ,NHS ENGLAND SOUTH EAST ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,8788.0,1220.0,3073.0,0.0,0.0,0.0,3327.0,0.0,87.0,0.0,0.0,0.0,375.0,234.0,3561.0,820.0,0.0,1149.0
1409,MSitAE-AUGUST-2023,RY7,NHS ENGLAND NORTH WEST ,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,0.0,0.0,4690.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1410,MSitAE-AUGUST-2023,Y02428,NHS ENGLAND EAST OF ENGLAND ,PUTNOE WALK IN CENTRE,0.0,0.0,2201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1411,MSitAE-AUGUST-2023,Y02532,NHS ENGLAND NORTH WEST ,MIRIAM MINOR EMERGENCY,0.0,0.0,1735.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1412,MSitAE-AUGUST-2023,Y02615,NHS ENGLAND MIDLANDS ,SOUTH BIRMINGHAM GP WALK IN CENTRE,0.0,0.0,6302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1413,MSitAE-AUGUST-2023,Y03007,NHS ENGLAND MIDLANDS ,ERDINGTON GP HEALTH & WELLBEING WIC,0.0,0.0,0.0,0.0,0.0,1826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1414,MSitAE-AUGUST-2023,AJN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,WORKINGTON HEALTH LIMITED,0.0,0.0,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1415,MSitAE-AUGUST-2023,NL7,NHS ENGLAND MIDLANDS ,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),0.0,0.0,4818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1416,MSitAE-AUGUST-2023,RDY,NHS ENGLAND SOUTH WEST ,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
1417,MSitAE-AUGUST-2023,RGP,NHS ENGLAND EAST OF ENGLAND ,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7092.0,0.0,1320.0,119.0,0.0,0.0,2780.0,0.0,0.0,30.0,0.0,0.0,569.0,262.0,1585.0,0.0,0.0,507.0
1418,MSitAE-AUGUST-2023,Y02147,NHS ENGLAND LONDON,URGENT CARE CENTRE (QMS),0.0,0.0,7147.0,0.0,0.0,491.0,0.0,0.0,315.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1419,MSitAE-AUGUST-2023,Y02676,NHS ENGLAND SOUTH EAST ,BRIGHTON STATION HEALTH CENTRE,0.0,0.0,1796.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1420,MSitAE-AUGUST-2023,C82009,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH MED.CTR,0.0,0.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1421,MSitAE-AUGUST-2023,DD401,NHS ENGLAND SOUTH WEST ,EXMOUTH MINOR INJURY UNIT,0.0,0.0,1249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1422,MSitAE-AUGUST-2023,RBQ,NHS ENGLAND NORTH WEST ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0
1423,MSitAE-AUGUST-2023,RJ1,NHS ENGLAND LONDON,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,11894.0,790.0,2179.0,0.0,0.0,1994.0,4095.0,0.0,7.0,0.0,0.0,0.0,22.0,58.0,3392.0,0.0,0.0,959.0
1424,MSitAE-AUGUST-2023,RJN,NHS ENGLAND NORTH WEST ,EAST CHESHIRE NHS TRUST,4145.0,0.0,0.0,73.0,0.0,29.0,1596.0,0.0,0.0,0.0,0.0,0.0,251.0,119.0,924.0,0.0,0.0,161.0
1425,MSitAE-AUGUST-2023,RXF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,MID YORKSHIRE TEACHING NHS TRUST,16154.0,0.0,6043.0,124.0,0.0,21.0,6237.0,0.0,347.0,11.0,0.0,1.0,2177.0,7.0,3592.0,0.0,171.0,791.0
1426,MSitAE-AUGUST-2023,RY5,NHS ENGLAND MIDLANDS ,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,0.0,0.0,9017.0,0.0,0.0,0.0,0.0,0.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1427,MSitAE-AUGUST-2023,C83023,NHS ENGLAND MIDLANDS ,SLEAFORD MEDICAL GROUP,0.0,0.0,521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
1428,MSitAE-AUGUST-2023,RJ2,NHS ENGLAND LONDON,LEWISHAM AND GREENWICH NHS TRUST,12161.0,0.0,10981.0,69.0,0.0,0.0,6048.0,0.0,1308.0,20.0,0.0,0.0,886.0,221.0,3530.0,0.0,0.0,1166.0
1429,MSitAE-AUGUST-2023,RQX,NHS ENGLAND LONDON,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,9802.0,0.0,0.0,22.0,0.0,0.0,1390.0,0.0,0.0,0.0,0.0,0.0,150.0,28.0,1637.0,0.0,0.0,141.0
1430,MSitAE-AUGUST-2023,RWG,NHS ENGLAND EAST OF ENGLAND ,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,7319.0,0.0,6363.0,0.0,0.0,1183.0,4461.0,0.0,131.0,0.0,0.0,4.0,1223.0,0.0,3027.0,0.0,0.0,742.0
1431,MSitAE-AUGUST-2023,ARN03,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LOCAL CARE DIRECT,0.0,0.0,2254.0,0.0,0.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1432,MSitAE-AUGUST-2023,NTPAD,NHS ENGLAND SOUTH EAST ,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,0.0,0.0,5024.0,0.0,0.0,343.0,0.0,0.0,54.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1433,MSitAE-AUGUST-2023,RBS,NHS ENGLAND NORTH WEST ,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,4479.0,0.0,0.0,0.0,0.0,0.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,351.0
1434,MSitAE-AUGUST-2023,RY9,NHS ENGLAND LONDON,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,0.0,0.0,4682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1435,MSitAE-AUGUST-2023,NR3,NHS ENGLAND MIDLANDS ,NOTTINGHAM CITYCARE PARTNERSHIP,0.0,0.0,4674.0,0.0,0.0,254.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1436,MSitAE-AUGUST-2023,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6501.0,0.0,933.0,85.0,0.0,0.0,2733.0,0.0,0.0,15.0,0.0,0.0,670.0,418.0,1951.0,0.0,0.0,616.0
1437,MSitAE-AUGUST-2023,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0.0,0.0,477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
